event   element | name     | type     | charge       | pT           | Eta          | Phi          | E            | mass
     549       5|       mu-|        13|            -1|        186.81|      0.587036|       0.48175|       219.933|      0.105713
     550       1|        e-|        11|             1|       1681.17|      0.396484|      -2.30469|       1815.05|      0.510254
     550       2|        e-|        11|             1|       97.2257|      -0.24231|       1.82739|       100.094|    0.00147247
     550       3|       mu-|        13|            -1|       1358.36|      0.870483|      0.273804|       1906.34|      0.105713
     550       4|       mu-|        13|            -1|       585.088|      0.856934|       1.83569|       813.386|      0.105713
     551       1|        e-|        11|             1|       1052.31|     -0.605225|       0.82019|          1251|     -0.390381
     551       2|        e-|        11|            -1|       565.649|      0.517212|      -1.74438|       643.008|     -0.168335
     551       3|       mu-|        13|            -1|       214.708|      -2.05029|      -2.77393|       847.975|      0.105713
     552       1|        e-|        11|            -1|       812.417|      -0.28302|      -1.12451|       845.172|     0.0657959
     552       2|        e-|        11|             1|       377.249|      0.536499|       1.19897|       432.855|    -0.0734253
     552       3|        e-|        11|            -1|        81.651|      -1.78345|       1.45679|       249.786|    -0.0733032
     552       4|       mu-|        13|             1|       518.834|      -1.53882|       3.11035|       1264.32|      0.105713
     553       1|        e-|        11|             1|       826.989|     -0.245361|      -1.48096|       852.008|    -0.0844116
     553       2|        e-|        11|            -1|       603.131|       0.33075|     -0.365601|       636.423|      0.167725
     553       3|        e-|        11|             1|       351.742|      -1.66455|      -1.67798|       962.466|      0.157349
     553       4|       mu-|        13|            -1|       682.769|     -0.335938|       2.03516|       721.659|      0.105713
     554       1|        e-|        11|            -1|       595.998|     -0.182678|      -1.72021|       605.971|     -0.150391
     554       2|       mu-|        13|             1|       957.566|     -0.188538|       2.00098|       974.635|      0.105713
     554       3|       mu-|        13|             1|       824.909|      0.960327|        2.8125|       1235.43|      0.105713
     555       1|        e-|        11|             1|       399.126|      -1.78223|       2.49316|        1219.6|      0.245483
     555       2|       mu-|        13|            -1|       195.473|      -2.09277|      -2.88428|       804.442|      0.105713
     555       3|       mu-|        13|             1|       89.0983|       0.48114|      -3.01221|       99.6117|      0.105713
     556       1|       mu-|        13|            -1|        980.21|       1.04248|         1.479|       1562.86|      0.105713
     556       2|       mu-|        13|            -1|       342.315|     -0.510376|      -3.02197|       387.875|      0.105713
     557       1|        e-|        11|            -1|       788.408|       0.15686|      -2.20801|       798.128|      0.140381
     557       2|       mu-|        13|             1|       315.883|      -1.81055|       2.99512|       991.454|      0.105713
     558       1|        e-|        11|             1|        265.01|     -0.173096|       2.42969|        268.99|     0.0908203
     558       2|       mu-|        13|             1|       499.156|       1.26758|      0.111252|       956.819|      0.105713
     558       3|       mu-|        13|            -1|       337.247|       1.37451|      0.227539|       709.249|      0.105713
     559       1|       mu-|        13|             1|       769.861|      0.293701|       2.45361|       803.305|      0.105713
     559       2|       mu-|        13|            -1|       745.139|      -1.22192|     -0.586304|       1374.17|      0.105713
     560       1|        e-|        11|             1|       347.809|     -0.792847|      0.627319|       462.975|      0.122192
     560       2|        e-|        11|            -1|       261.748|       1.50708|       2.19043|       619.699|     -0.125244
     560       3|       mu-|        13|             1|       1049.52|       0.55188|      -1.43164|       1213.45|      0.105713
     561       1|        e-|        11|            -1|       1045.89|     -0.346375|     -0.276978|       1109.26|      0.268311
     561       2|       mu-|        13|             1|       180.793|      -1.99414|      -2.88818|       676.347|      0.105713
     561       3|       mu-|        13|            -1|       135.815|       1.69141|       2.07471|       381.054|      0.105713
     562       1|        e-|        11|            -1|       276.801|     -0.147247|       2.54688|       279.807|     0.0217285
     562       2|       mu-|        13|            -1|       1384.35|     -0.608276|     -0.520508|       1648.45|      0.105713
     562       3|       mu-|        13|             1|       965.671|     -0.151489|      -3.05615|       976.773|      0.105713
     562       4|       mu-|        13|             1|       659.404|      0.434875|       1.64868|       722.745|      0.105713
     563       1|        e-|        11|            -1|        1323.2|     -0.515259|      -2.74902|       1502.77|     -0.571777
     563       2|        e-|        11|             1|       886.759|       1.27856|      0.990356|       1715.84|       0.47998
     563       3|        e-|        11|            -1|        359.97|     0.0730438|     -0.557373|       360.931|    -0.0274048
     563       4|       mu-|        13|             1|       415.409|     -0.414673|    -0.0823517|       451.639|      0.105713
     564       1|        e-|        11|             1|       708.735|     -0.803589|      -2.58008|       950.152|      0.201782
     564       2|        e-|        11|             1|       606.786|      -1.02881|       1.02222|       957.254|      0.223389
     564       3|        e-|        11|            -1|       252.248|      -2.13232|       2.26953|       1078.74|     -0.158813
     565       1|        e-|        11|             1|       843.118|     -0.792114|     -0.272461|       1121.75|      0.228638
     565       2|       mu-|        13|            -1|       61.9954|     -0.730469|     -0.831177|        79.284|      0.105713
     566       1|        e-|        11|            -1|       935.333|     -0.413696|      -3.12891|       1016.52|      0.326904
     566       2|        e-|        11|             1|       835.128|     0.0750427|      0.321899|       837.481|    -0.0593872
     566       3|       mu-|        13|             1|       961.813|      -0.12204|       -1.3269|       968.985|      0.105713
     567       1|        e-|        11|            -1|         801.3|      0.514771|     -0.769653|       909.833|    -0.0523682
     567       2|        e-|        11|            -1|        616.91|      0.360535|       1.43726|       657.441|      0.194336
     567       3|       mu-|        13|             1|       860.938|    -0.0786285|      -2.78906|       863.601|      0.105713
     568       1|        e-|        11|            -1|       423.469|      0.305969|       1.43994|       443.446|    -0.0499268
     568       2|       mu-|        13|            -1|       1142.41|    -0.0253563|      -2.35742|       1142.78|      0.105713
     568       3|       mu-|        13|             1|         618.5|    -0.0836945|         1.802|       620.668|      0.105713
     568       4|       mu-|        13|             1|       589.713|      0.256409|     -0.349731|       609.205|      0.105713
     569       1|        e-|        11|            -1|       899.248|      0.874878|       1.01147|       1265.91|     -0.376709
     569       2|        e-|        11|             1|       665.131|       0.45929|        2.9292|       736.526|      0.157104
     570       1|        e-|        11|             1|       679.005|       0.56604|       2.44922|       790.718|     -0.198364
     570       2|       mu-|        13|            -1|       409.666|     -0.916748|      0.142944|       594.213|      0.105713
     570       3|       mu-|        13|             1|       146.791|     -0.865601|       -1.8147|       205.304|      0.105713
     571       1|        e-|        11|            -1|       715.901|       1.01709|     -0.645264|       1119.23|      0.345947
     571       2|        e-|        11|             1|       394.589|     0.0206223|      -2.37842|       394.673|    -0.0219879
     571       3|        e-|        11|            -1|       49.2621|      0.917725|       2.62598|       71.5043|     -0.016098
     571       4|       mu-|        13|             1|       704.368|       1.36841|       1.37817|        1473.4|      0.105713
     572       1|        e-|        11|             1|       329.578|      -1.57031|     -0.228119|       826.602|     0.0645142
     572       2|       mu-|        13|             1|       965.389|     0.0674133|      -2.68506|       967.583|      0.105713
     572       3|       mu-|        13|            -1|       410.283|      0.652222|     0.0333862|       500.686|      0.105713
     573       1|        e-|        11|             1|       929.419|     -0.547852|       2.83203|       1072.42|      0.302246
     573       2|        e-|        11|             1|       750.477|      0.126587|       1.28027|       756.498|      0.154053
     573       3|       mu-|        13|            -1|       258.057|       1.16968|      -1.56934|       455.655|      0.105713
     574       1|        e-|        11|            -1|        753.09|     -0.769043|      0.498657|       986.983|     -0.207397
     574       2|        e-|        11|             1|       658.761|      -0.25647|      -2.82568|       680.545|      0.105164
     574       3|        e-|        11|            -1|       547.897|      -1.33887|       2.83984|       1116.85|      0.234741
     575       1|        e-|        11|             1|       1099.12|     -0.640259|       -1.0459|        1332.2|      0.161011
     575       2|       mu-|        13|            -1|       871.415|      -1.21045|       2.63672|       1591.66|      0.105713
     575       3|       mu-|        13|             1|       390.118|     -0.860474|       2.28516|       543.677|      0.105713
     576       1|        e-|        11|            -1|       737.058|     -0.314575|     -0.510254|       773.829|      0.212524
     576       2|       mu-|        13|             1|       1291.04|      -0.16568|       1.74561|        1308.8|      0.105713
     577       1|        e-|        11|            -1|       485.549|     -0.143646|       2.91162|       490.567|      0.112427
     577       2|        e-|        11|            -1|       468.744|      -1.99487|      -1.40869|       1754.81|     -0.244019
     577       3|       mu-|        13|             1|       753.165|     -0.679565|       1.70557|       933.871|      0.105713
     578       1|        e-|        11|             1|       87.8553|     0.0034833|      0.877441|       87.8558|     0.0238495
     578       2|       mu-|        13|            -1|       762.204|      -1.08765|      -2.82812|       1259.27|      0.105713
     578       3|       mu-|        13|            -1|       303.354|      0.890503|      -1.94971|       431.795|      0.105713
     579       1|        e-|        11|             1|       477.504|      0.141754|        1.7439|        482.31|     -0.102295
     579       2|       mu-|        13|            -1|       429.669|     -0.356262|     -0.797852|       457.226|      0.105713
     579       3|       mu-|        13|             1|       378.905|        1.5293|     -0.314697|       915.362|      0.105713
     580       1|       mu-|        13|            -1|       1093.36|      0.656616|     -0.617798|       1337.65|      0.105713
     580       2|       mu-|        13|            -1|       735.247|      0.123825|      -2.11865|        740.89|      0.105713
     580       3|       mu-|        13|             1|       113.156|     -0.758179|      -1.65723|       147.267|      0.105713
     581       1|        e-|        11|             1|       469.292|      0.288513|      0.606445|        488.96|     0.0986328
     581       2|       mu-|        13|             1|       1102.82|      -0.64856|       2.34424|          1343|      0.105713
     581       3|       mu-|        13|            -1|       408.373|     -0.994263|      -2.71533|        627.41|      0.105713
     582       1|        e-|        11|             1|       85.8974|      -1.03442|       1.62891|       136.101|    -0.0397339
     582       2|       mu-|        13|            -1|       1274.75|     -0.318665|       -1.1106|       1340.02|      0.105713
     582       3|       mu-|        13|            -1|       451.097|    -0.0811768|       3.02295|       452.584|      0.105713
     582       4|       mu-|        13|             1|       268.765|       1.06934|       1.44019|       437.642|      0.105713
     583       1|       mu-|        13|            -1|         962.2|     0.0618439|       2.33008|        964.04|      0.105713
     583       2|       mu-|        13|             1|       728.753|      0.486633|     -0.643799|       816.758|      0.105713
     584       1|        e-|        11|             1|       60.4501|       2.38281|     -0.760254|       330.288|     0.0627441
     584       2|       mu-|        13|            -1|       897.153|      0.627197|      0.219666|       1079.47|      0.105713
     585       1|        e-|        11|            -1|       294.412|      -2.05225|      -1.14722|       1164.96|     -0.371094
     585       2|        e-|        11|             1|       215.679|      -2.43799|      -2.94238|       1244.18|      0.224243
     585       3|       mu-|        13|            -1|        690.01|     -0.217316|       1.72485|       706.367|      0.105713
     586       1|        e-|        11|             1|        1191.5|     -0.118668|       1.56055|        1199.9|     0.0396423
     586       2|       mu-|        13|            -1|       442.677|      -1.13403|      -2.22607|        759.17|      0.105713
     587       1|        e-|        11|            -1|       577.774|      -0.46283|       -1.0769|       640.769|     -0.168213
     587       2|        e-|        11|             1|       315.052|       1.35034|       2.82129|       648.676|      0.229614
     587       3|       mu-|        13|             1|       679.273|     -0.875122|       2.37305|        956.41|      0.105713
     587       4|       mu-|        13|            -1|       548.083|      0.102524|       1.00415|       550.966|      0.105713
     588       1|       mu-|        13|             1|       841.473|     -0.132416|      -2.96094|       848.861|      0.105713
     588       2|       mu-|        13|             1|       453.625|      -1.45825|       1.74438|        1027.7|      0.105713
     588       3|       mu-|        13|            -1|        203.92|       -1.2168|      -2.39551|       374.452|      0.105713
     589       1|        e-|        11|            -1|       1100.79|     -0.137268|      0.326904|       1111.18|      0.268066
     589       2|        e-|        11|             1|       835.219|     -0.413147|      -1.87769|       907.521|       0.16272
     590       1|        e-|        11|             1|       605.999|     -0.272644|     -0.597168|       628.663|     -0.161743
     590       2|       mu-|        13|             1|       395.888|     -0.430725|       1.81836|       433.183|      0.105713
     590       3|       mu-|        13|            -1|       213.143|       0.81897|      0.687744|       288.707|      0.105713
     591       1|        e-|        11|             1|       329.868|      0.361389|       1.48926|       351.644|    -0.0254364
     591       2|        e-|        11|            -1|       52.6005|      0.817017|      -2.00635|       71.1549|    -0.0153961
     591       3|       mu-|        13|             1|       1320.13|      0.355347|      -2.35352|       1404.36|      0.105713
     592       1|       mu-|        13|            -1|       1135.42|      -1.18408|     -0.451294|       2028.83|      0.105713
     592       2|       mu-|        13|             1|       291.618|      -1.17188|       -1.1145|       515.847|      0.105713
     592       3|       mu-|        13|             1|        243.59|     -0.294739|       2.60547|       254.248|      0.105713
     592       4|       mu-|        13|            -1|       140.307|      0.729858|       2.18945|       179.366|      0.105713
     593       1|        e-|        11|             1|       1326.59|      0.584106|       1.43188|        1559.4|      0.121094
     593       2|        e-|        11|            -1|       987.712|       1.08008|      -1.37744|       1622.06|       0.36377
     594       1|        e-|        11|             1|       462.916|      0.525269|      0.661377|       528.259|    -0.0786133
     594       2|       mu-|        13|            -1|       898.528|       1.09424|      -0.47821|       1492.32|      0.105713
     594       3|       mu-|        13|            -1|       55.9293|       0.55127|       2.20605|       64.6452|      0.105713
     595       1|       mu-|        13|             1|       1034.13|      -0.81311|       2.31738|       1395.24|      0.105713
     595       2|       mu-|        13|            -1|       328.572|      -1.16504|      -3.10449|       577.952|      0.105713
     596       1|        e-|        11|             1|       1034.34|     -0.155151|        -3.021|       1046.82|       0.29541
     596       2|        e-|        11|            -1|       202.984|      0.149139|      -1.76611|       205.246|    -0.0828857
     597       1|        e-|        11|            -1|       629.534|      0.925659|       1.49023|       919.057|     -0.212036
     597       2|       mu-|        13|            -1|       568.447|       1.72119|     -0.787476|       1639.98|      0.105713
     598       1|        e-|        11|            -1|       1375.15|      0.170349|       1.31763|       1395.15|      0.345215
     598       2|        e-|        11|             1|       486.678|       2.15771|      -2.48096|       2133.34|      0.617187
     599       1|        e-|        11|            -1|       995.195|     -0.606934|      0.914185|       1184.19|     -0.261963
     599       2|        e-|        11|            -1|       288.053|       1.04785|       1.72168|       461.202|    -0.0819702
     599       3|       mu-|        13|             1|       1530.52|     -0.915771|      -1.95825|       2218.42|      0.105713
     599       4|       mu-|        13|             1|       219.491|      0.787109|      -3.12158|       291.066|      0.105713
     600       1|        e-|        11|            -1|       753.046|      0.841797|       -1.9707|       1035.99|    -0.0842896
     600       2|        e-|        11|             1|       544.937|      0.672119|       1.59619|       672.727|    -0.0821533
     600       3|        e-|        11|             1|       369.659|       -1.6709|       1.49878|       1017.49|      0.214355
     601       1|        e-|        11|             1|       941.622|      0.286133|       2.81592|       980.431|     -0.193848
     601       2|        e-|        11|            -1|       432.366|      -1.07031|     -0.103012|       704.582|     -0.246826
     601       3|        e-|        11|             1|       397.735|     -0.156921|     -0.774658|       402.642|    -0.0960693
     601       4|       mu-|        13|            -1|       316.558|       1.59888|      0.223633|       815.074|      0.105713
     602       1|        e-|        11|            -1|       771.787|       -0.7771|      -2.28027|       1016.79|      0.231812
     602       2|       mu-|        13|             1|       377.554|      -1.12939|      0.716431|       645.054|      0.105713
     603       1|        e-|        11|             1|       490.222|      0.534912|      -1.84961|       562.044|     0.0708618
     603       2|        e-|        11|            -1|       396.688|      -2.22852|      -3.02246|        1863.2|       0.31543
     604       1|        e-|        11|            -1|       797.221|    -0.0621948|      -3.13916|       798.763|      -0.13916
     604       2|        e-|        11|            -1|       416.748|      0.633057|      -1.74731|       503.083|     -0.133911
     605       1|        e-|        11|            -1|       405.158|     -0.303833|     -0.998413|       424.003|     0.0876465
     605       2|       mu-|        13|            -1|       1075.75|     0.0617218|       1.54175|        1077.8|      0.105713
     606       1|        e-|        11|             1|       1023.71|     -0.713135|      0.656006|       1295.24|      0.327148
     606       2|        e-|        11|             1|       172.332|       1.39893|       2.60889|       370.316|     0.0894775
     606       3|       mu-|        13|            -1|        1133.9|   -0.00794029|      -2.52686|       1133.93|      0.105713
     606       4|       mu-|        13|            -1|       281.328|      -1.39941|     -0.305847|       604.795|      0.105713
     607       1|        e-|        11|             1|       936.619|      0.424011|       2.91797|       1022.08|      0.109253
     607       2|        e-|        11|            -1|        825.79|       1.09131|      -1.53076|       1368.31|      0.481445
     607       3|       mu-|        13|            -1|       562.042|      0.360107|      0.641113|        598.88|      0.105713
     608       1|        e-|        11|             1|       748.633|     -0.674194|       1.07104|       925.317|      0.224121
     608       2|       mu-|        13|            -1|       538.484|      -1.03931|      -2.70459|       856.447|      0.105713
     609       1|        e-|        11|             1|       1189.51|     -0.185242|       2.88721|       1209.98|      -0.38623
     609       2|       mu-|        13|            -1|       473.286|     -0.250549|      -1.04346|       488.219|      0.105713
     609       3|       mu-|        13|            -1|       464.793|      -2.20605|     -0.270142|       2135.71|      0.105713
     609       4|       mu-|        13|             1|       456.113|     -0.424622|      0.707153|       497.854|      0.105713
     610       1|        e-|        11|             1|       853.978|     -0.521851|      -2.39258|       972.922|      0.129272
     610       2|        e-|        11|             1|       642.616|      0.250122|       2.10498|       662.822|     -0.220703
     610       3|        e-|        11|            -1|       99.2008|      -1.88672|       2.06494|       334.766|     0.0456238
     611       1|        e-|        11|             1|       1014.04|     -0.421448|      0.301636|       1105.43|     -0.253418
     611       2|        e-|        11|             1|       406.282|      -1.09497|       2.80469|       675.168|     -0.215088
     611       3|       mu-|        13|            -1|       914.611|     -0.950928|      -2.92236|       1360.25|      0.105713
     611       4|       mu-|        13|            -1|       433.624|     -0.156494|     -0.541992|       438.945|      0.105713
     612       1|        e-|        11|             1|       1148.37|      0.442139|      0.313599|       1262.45|      0.296875
     612       2|        e-|        11|            -1|        853.35|      0.699097|         -2.75|       1070.51|     -0.229126
     612       3|       mu-|        13|             1|       323.684|       1.26074|      -2.21826|       616.858|      0.105713
     612       4|       mu-|        13|            -1|       258.421|      -1.35986|       2.09766|       536.529|      0.105713
     613       1|        e-|        11|             1|       947.559|     -0.189484|       1.98438|        964.62|      0.303711
     613       2|       mu-|        13|            -1|       676.728|       1.05103|     -0.970459|        1086.2|      0.105713
     614       1|        e-|        11|             1|       123.311|      0.154297|      0.144257|       124.782|    -0.0379333
     614       2|       mu-|        13|            -1|       213.147|       -1.2373|       -1.1123|       398.209|      0.105713
     615       1|        e-|        11|            -1|         912.4|     -0.450256|     -0.380432|       1006.46|     0.0495605
     615       2|        e-|        11|             1|       494.705|      0.290161|       1.42871|       515.677|     -0.114075
     615       3|       mu-|        13|             1|       892.334|      0.965088|      -2.62842|       1341.16|      0.105713
     616       1|        e-|        11|             1|        231.76|      0.874756|       0.90332|       326.231|      0.104126
     616       2|       mu-|        13|            -1|       766.288|      0.313721|       0.63623|       804.308|      0.105713
     616       3|       mu-|        13|            -1|       552.667|     -0.357422|       2.93701|       588.346|      0.105713
     617       1|       mu-|        13|             1|        811.93|     -0.517212|       1.16846|       922.971|      0.105713
     617       2|       mu-|        13|            -1|       535.695|     -0.977905|     -0.134338|       812.912|      0.105713
     617       3|       mu-|        13|             1|        362.34|      0.857788|      -2.95459|       504.022|      0.105713
     618       1|        e-|        11|            -1|       1111.17|      0.875732|      -2.52637|       1565.19|     -0.341064
     618       2|        e-|        11|             1|       1037.03|     -0.332703|      0.905029|       1094.95|     -0.446045
     619       1|        e-|        11|            -1|       1456.85|      0.293701|      -2.20117|       1520.13|      0.349609
     619       2|        e-|        11|             1|       7.91806|      -1.28296|      -2.79443|       15.3789|   -0.00475311
     619       3|       mu-|        13|            -1|       336.147|     0.0637817|        1.5105|       336.831|      0.105713
     620       1|        e-|        11|            -1|       772.071|      -1.01733|       2.38135|       1207.28|     -0.318604
     620       2|        e-|        11|             1|       44.1302|     -0.383667|     -0.458374|       47.4182|     0.0106201
     620       3|       mu-|        13|            -1|       440.794|      0.609863|      0.333252|       525.339|      0.105713
     621       1|       mu-|        13|             1|        987.43|    -0.0652161|      0.702393|       989.531|      0.105713
     621       2|       mu-|        13|             1|       455.237|     -0.784302|      -1.74268|       602.578|      0.105713
     621       3|       mu-|        13|            -1|       355.695|      0.907715|     -0.809448|       512.574|      0.105713
     622       1|       mu-|        13|            -1|       789.377|      0.519653|      -3.14158|       898.379|      0.105713
     622       2|       mu-|        13|             1|        766.05|       1.39038|     -0.241302|       1633.74|      0.105713
     622       3|       mu-|        13|             1|       751.233|       1.10596|       1.65552|       1259.44|      0.105713
     622       4|       mu-|        13|            -1|       574.133|       1.59399|      -1.43359|       1471.64|      0.105713
     623       1|        e-|        11|             1|       647.506|       1.22559|     -0.737305|        1197.8|     -0.286865
     623       2|       mu-|        13|            -1|       645.273|       1.47998|       2.50391|       1490.74|      0.105713
     624       1|        e-|        11|             1|       380.618|     -0.513916|       1.16724|       431.996|     0.0444946
     624       2|       mu-|        13|            -1|        396.38|     -0.359863|       1.91162|       422.324|      0.105713
     625       1|        e-|        11|             1|       1068.88|     -0.489319|      0.647705|       1199.42|     -0.338135
     625       2|        e-|        11|             1|       634.582|       -0.3255|       2.44141|       668.497|     -0.231934
     625       3|        e-|        11|            -1|       598.093|     -0.581421|      -1.62231|       702.066|     -0.217163
     625       4|        e-|        11|            -1|       308.003|      0.267029|       2.38574|       319.049|     0.0361023
     626       1|        e-|        11|            -1|       795.388|      0.101379|      -2.19043|       799.479|     -0.190796
     626       2|        e-|        11|             1|       765.809|     -0.185242|      0.942139|       778.986|      0.343506
     627       1|        e-|        11|             1|       362.321|    -0.0589447|     -0.572998|       362.951|   -0.00225068
     627       2|       mu-|        13|            -1|       73.3811|     -0.546021|     -0.240326|       84.5945|      0.105713
     628       1|        e-|        11|            -1|       1037.63|    -0.0227737|     -0.421509|        1037.9|     -0.276123
     628       2|        e-|        11|             1|       188.391|      0.609131|       1.36694|       224.436|     0.0264893
     628       3|       mu-|        13|            -1|       471.534|       1.16357|      -1.95947|       828.419|      0.105713
     629       1|        e-|        11|            -1|       984.035|      0.701416|       1.36963|       1236.19|      0.251221
     629       2|        e-|        11|            -1|       629.339|     0.0638733|      0.145264|       630.623|     0.0939331
     629       3|       mu-|        13|             1|       1965.71|       0.32135|      -2.09375|       2068.08|      0.105713
     629       4|       mu-|        13|             1|       109.088|       -1.8374|     -0.830933|       351.233|      0.105713
     630       1|        e-|        11|            -1|       1226.07|      0.615112|      -1.93408|       1465.43|      0.505371
     630       2|        e-|        11|             1|       730.605|     -0.310425|       1.49927|       766.091|     -0.249634
     630       3|       mu-|        13|             1|       599.179|      0.978394|     0.0206223|       909.582|      0.105713
     630       4|       mu-|        13|            -1|       388.233|      0.567383|       2.07227|       452.418|      0.105713
     631       1|        e-|        11|             1|       830.868|     0.0231209|     -0.783447|        831.09|     -0.272949
     631       2|       mu-|        13|            -1|       950.068|     0.0213776|       1.51489|       950.285|      0.105713
     631       3|       mu-|        13|            -1|       471.343|     -0.290527|      -2.17432|       491.376|      0.105713
     632       1|        e-|        11|            -1|       1257.82|      0.230255|       1.31958|       1291.31|     -0.208252
     632       2|        e-|        11|             1|       1042.15|     0.0865021|      -1.63428|       1046.05|     -0.179443
     632       3|        e-|        11|             1|       720.276|      -1.29297|      -1.48975|       1411.04|     -0.204468
     633       1|        e-|        11|             1|       629.975|      0.664185|       3.01709|       774.112|      0.170776
     633       2|        e-|        11|             1|       609.237|      -0.38562|      0.833374|       655.098|     -0.106628
     633       3|        e-|        11|            -1|       279.932|       1.43506|      -2.88037|       621.167|     -0.212646
     633       4|       mu-|        13|            -1|       728.483|     -0.498962|     -0.615112|       821.062|      0.105713
     634       1|        e-|        11|            -1|       901.848|     0.0924072|       1.43164|       905.702|    -0.0978394
     634       2|        e-|        11|            -1|       229.691|      -1.68677|      -2.49512|       641.653|     0.0690308
     634       3|       mu-|        13|             1|       922.225|     -0.781006|      -1.02881|       1218.08|      0.105713
     635       1|        e-|        11|             1|       866.345|      0.815674|      -2.31787|       1170.88|     -0.189209
     635       2|        e-|        11|             1|       638.323|      0.315369|       2.04785|        670.33|      0.175415
     635       3|       mu-|        13|            -1|       1237.64|      0.281311|      0.146973|       1286.93|      0.105713
     636       1|        e-|        11|            -1|       452.348|     -0.462463|      -2.11572|       501.588|      0.108765
     636       2|       mu-|        13|            -1|       1410.97|     -0.169189|     -0.324036|       1431.21|      0.105713
     636       3|       mu-|        13|             1|       623.411|     -0.607178|       2.77393|         741.9|      0.105713
     636       4|       mu-|        13|             1|       564.683|       1.13916|       2.01318|       972.449|      0.105713
     637       1|        e-|        11|             1|       798.434|     -0.171173|      0.478943|        810.16|    -0.0724487
     637       2|       mu-|        13|            -1|       1119.13|      0.265442|       2.49707|       1158.79|      0.105713
     637       3|       mu-|        13|             1|       671.132|      0.496582|      -1.37036|       755.595|      0.105713
     637       4|       mu-|        13|            -1|       312.579|     -0.895508|      -1.54785|       446.515|      0.105713
     638       1|        e-|        11|             1|        471.87|      0.546509|      -1.46191|       544.109|      0.146362
     638       2|        e-|        11|            -1|       434.903|     -0.546265|     -0.122604|       501.421|     0.0723877
     639       1|        e-|        11|            -1|       412.543|     -0.170898|     -0.943359|       418.582|      0.062561
     639       2|       mu-|        13|             1|       1286.35|     -0.851318|      -2.60742|       1781.33|      0.105713
     640       1|        e-|        11|             1|       554.295|       1.09863|       2.16406|        923.84|     -0.318115
     640       2|       mu-|        13|            -1|       132.334|      -2.07715|      -3.13477|       536.412|      0.105713
     641       1|        e-|        11|            -1|       417.628|       1.24146|       -1.5957|       782.971|     -0.220581
     641       2|        e-|        11|             1|        360.47|    -0.0118523|     -0.276978|       360.495|    -0.0933228
     641       3|       mu-|        13|            -1|       907.832|     0.0843811|       0.51355|       911.066|      0.105713
     642       1|        e-|        11|             1|       309.065|      0.774048|       2.42725|       406.369|    -0.0706787
     642       2|        e-|        11|             1|        245.54|     0.0802307|      0.126587|       246.331|    -0.0244904
     642       3|        e-|        11|            -1|       146.631|       1.41992|      0.312683|       321.015|    -0.0291901
     643       1|        e-|        11|             1|       890.597|     -0.564941|     -0.888428|       1036.54|      0.143066
     643       2|        e-|        11|            -1|       564.637|      0.520752|        2.1499|       642.942|     0.0869141
     643       3|       mu-|        13|             1|       551.116|     -0.457886|       2.98779|       609.906|      0.105713
     643       4|       mu-|        13|            -1|       280.878|      -1.69434|      0.470215|       790.214|      0.105713
     644       1|        e-|        11|            -1|       438.078|      -1.63696|      -1.62988|       1168.38|     0.0725708
     644       2|       mu-|        13|             1|       320.708|       1.21265|      -1.90991|        586.86|      0.105713
     645       1|        e-|        11|            -1|        622.85|       0.26239|      -1.03174|       644.414|      0.240112
     645       2|        e-|        11|             1|       99.9464|       0.40564|       2.43457|       108.283|    -0.0185394
     645       3|       mu-|        13|             1|       1176.64|       -0.5979|      0.853149|        1393.3|      0.105713
     645       4|       mu-|        13|            -1|       1141.88|     -0.375488|      -2.53711|       1223.33|      0.105713
     646       1|        e-|        11|             1|       1418.66|     -0.108429|      -1.49194|          1427|     -0.432129
     646       2|        e-|        11|             1|       362.077|    -0.0424042|      0.770142|       362.403|    -0.0725098
     646       3|        e-|        11|            -1|       150.299|     -0.227783|        2.6665|       154.215|     0.0220642
     646       4|       mu-|        13|            -1|       536.386|      0.679565|      0.566284|        665.08|      0.105713
     647       1|        e-|        11|            -1|       1014.18|      0.942871|      0.714111|       1499.39|      0.144775
     647       2|        e-|        11|            -1|       34.0557|      0.243103|       2.40234|        35.067|   -0.00508881
     647       3|       mu-|        13|             1|       231.806|     -0.838867|     -0.513672|       318.263|      0.105713
     648       1|        e-|        11|            -1|       637.562|      0.805786|       1.49243|       855.988|     -0.194214
     648       2|        e-|        11|            -1|       248.023|      -1.38306|      -1.88477|       525.547|     -0.121399
     648       3|       mu-|        13|             1|       365.765|     -0.160553|      -2.38965|       370.489|      0.105713
     648       4|       mu-|        13|             1|       163.559|      0.397461|     -0.483521|       176.649|      0.105713
     649       1|        e-|        11|             1|       270.247|      -2.25293|      -2.94434|       1299.98|      0.291748
     649       2|       mu-|        13|             1|       1163.59|     -0.800537|       1.55811|       1556.78|      0.105713
     650       1|        e-|        11|            -1|       686.529|      0.732788|        2.5249|       879.252|     -0.323242
     650       2|       mu-|        13|             1|       475.102|      0.945557|       1.09521|       703.795|      0.105713
     650       3|       mu-|        13|             1|       466.633|       -1.0376|    -0.0702972|       741.184|      0.105713
     651       1|        e-|        11|            -1|       97.5268|      -0.52063|       3.00879|       111.046|     0.0283661
     651       2|       mu-|        13|             1|       784.496|     -0.523315|      -1.10962|        894.39|      0.105713
     651       3|       mu-|        13|            -1|       733.701|      0.678711|       1.58936|       909.278|      0.105713
     651       4|       mu-|        13|             1|       433.389|        1.2793|     -0.269592|       839.117|      0.105713
